OTUs	Lineage
3270	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Sulfurospirillum
3271	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Tissierellia;f_Tissierellales;g_Peptoniphilaceae;s_Murdochiella
3272	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Erysipelotrichia;f_Erysipelotrichales;g_Erysipelotrichaceae;s_Erysipelothrix
3273	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
3274	r_Root;k_Unclassified__Viruses;p_Unclassified__Dna__Viruses;c_Unclassified__Dsdna__Viruses;o_Pandoravirus;f_Pandoravirus__Dulcis
3275	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Bifidobacteriales;g_Bifidobacteriaceae;s_Bifidobacterium
3276	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Synechococcales;g_Synechococcaceae;s_Synechococcus
3277	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodovulum;s_Unclassified__Rhodovulum
3278	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Ruaniaceae;s_Ruania
3279	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
3280	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Chitinophagia;g_Chitinophagales;s_Chitinophagaceae
3281	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Streptococcaceae;s_Streptococcus
3282	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Coriobacteriia;f_Eggerthellales;g_Eggerthellaceae;s_Gordonibacter
3283	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Promicromonosporaceae;s_Cellulosimicrobium
3284	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Bacteroidia;g_Bacteroidales;s_Bacteroidaceae
3285	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Lactobacillus
3286	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Sphingobacteriia;g_Sphingobacteriales;s_Sphingobacteriaceae
3287	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Mycobacteriaceae;s_Mycolicibacterium
3288	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasmopsis
3289	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Janthinobacterium;s_Janthinobacterium__Agaricidamnosum
3290	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
3291	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Planctomycetales;g_Planctomycetaceae;s_Crateriforma
3292	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Oceanospirillaceae;g_Thalassolituus;s_Thalassolituus__Oleivorans
3293	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Bacteroidia;g_Bacteroidales;s_Rikenellaceae
3294	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Aneurinibacillus__Group
3295	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Otariodibacter;s_Otariodibacter__Oris
3296	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
3297	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
3298	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Eikenella;s_Eikenella__Exigua
3299	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia__Aromaticivorans
3300	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Chlorobi;f_Chlorobia;g_Chlorobiales;s_Chlorobiaceae
3301	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
3302	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Cellvibrio;s_Unclassified__Cellvibrio
3303	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Sulfurospirillum
3304	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Zymomonas;s_Zymomonas__Mobilis
3305	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella__Sainthelensi
3306	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Unclassified__Citrobacter
3307	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Bacteroidia;g_Marinilabiliales;s_Prolixibacteraceae
3308	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Thermoanaerobacterales;g_Thermoanaerobacterales__Family__Iii.__Incertae__Sedis;s_Thermoanaerobacterium
3309	r_Root;k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Thermanaerovibrio;s_Thermanaerovibrio__Acidaminovorans
3310	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Sulfuricellaceae;g_Sulfuricella;s_Sulfuricella__Denitrificans
3311	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Streptococcaceae;s_Streptococcus
3312	r_Root;k_Bacteria;p_Thermotogae;c_Thermotogae;o_Petrotogales;f_Petrotogaceae;g_Defluviitoga;s_Defluviitoga__Tunisiensis
3313	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae;g_Ehrlichia;s_Canis__Group
3314	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Sinorhizobium/Ensifer__Group;s_Sinorhizobium
3315	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pluralibacter;s_Pluralibacter__Gergoviae
3316	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Streptococcaceae;s_Streptococcus
3317	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
3318	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Unclassified__Mesorhizobium
3319	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
3320	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thermochromatium;s_Thermochromatium__Tepidum
3321	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Sphingobacteriia;g_Sphingobacteriales;s_Sphingobacteriaceae
3322	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Leuconostocaceae;s_Oenococcus
3323	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Microbulbiferaceae;g_Microbulbifer;s_Unclassified__Microbulbifer
3324	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Saccharospirillaceae;g_Reinekea;s_Reinekea__Forsetii
3325	"r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacteriaceae__Incertae__Sedis;s_Ant,__Tsetse,__Mealybug,__Aphid,__Etc.__Endosymbionts"
3326	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Moritellaceae;g_Moritella;s_Moritella__Marina
3327	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Rhodoferax;s_Rhodoferax__Sediminis
3328	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pectobacteriaceae;g_Pectobacterium;s_Pectobacterium__Parmentieri
3329	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Cytophagia;g_Cytophagales;s_Cytophagaceae
3330	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter__Indicus
3331	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodobacter;s_Unclassified__Rhodobacter
3332	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Rheinheimera;s_Unclassified__Rheinheimera
3333	r_Root;k_Varidnaviria;p_Bamfordvirae;c_Nucleocytoviricota;o_Pokkesviricetes;f_Chitovirales;g_Poxviridae;s_Entomopoxvirinae
3334	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Oscillatoriophycideae;g_Chroococcales;s_Microcystaceae
3335	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Streptococcaceae;s_Streptococcus
3336	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Mimicus
3337	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
3338	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Unclassified__Pseudomonas
3339	r_Root;k_Bacteria;p_Elusimicrobia;c_Elusimicrobia;o_Elusimicrobiales;f_Elusimicrobiaceae;g_Elusimicrobium;s_Elusimicrobium__Minutum
3340	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Micrococcaceae;s_Psychromicrobium
3341	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasmopsis
3342	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Oscillatoriophycideae;g_Oscillatoriales;s_Microcoleaceae
3343	r_Root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Borreliaceae;g_Borrelia;s_Borrelia__Duttonii
3344	r_Root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema__Primitia
3345	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Unclassified__Siphoviridae
3346	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Massilia;s_Massilia__Violaceinigra
3347	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Tardiphaga;s_Tardiphaga__Robiniae
3348	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
3349	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Octadecabacter;s_Unclassified__Octadecabacter
3350	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Martelella;s_Martelella__Lutilitoris
3351	r_Root;k_Varidnaviria;p_Bamfordvirae;c_Nucleocytoviricota;o_Megaviricetes;f_Algavirales;g_Phycodnaviridae;s_Raphidovirus
3352	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Mammaliicoccus
3353	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillales__Incertae__Sedis;s_Bacillales__Family__Xii.__Incertae__Sedis
3354	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Cytophagia;g_Cytophagales;s_Cytophagaceae
3355	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Pirellulales;g_Lacipirellulaceae;s_Aeoliella
3356	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella__Jordanis
3357	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Erysipelotrichia;f_Erysipelotrichales;g_Erysipelotrichaceae;s_Erysipelatoclostridium
3358	r_Root;k_Bacteria;p_Pvc__Group;c_Verrucomicrobia;o_Opitutae;f_Opitutales;g_Opitutaceae;s_Nibricoccus
3359	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
3360	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
3361	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
3362	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Serpentinomonas;s_Serpentinomonas__Mccroryi
3363	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
3364	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudorhodobacter;s_Unclassified__Pseudorhodobacter
3365	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Acidimicrobiia;f_Acidimicrobiales;g_Ilumatobacteraceae;s_Ilumatobacter
3366	r_Root;k_Riboviria;p_Unclassified__Riboviria;c_Unclassified__Rna__Viruses__Shim-2016;o_Wenling__Crustacean__Virus__4
3367	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
3368	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Tissierellia;f_Tissierellales;g_Tissierellaceae;s_Schnuerera
3369	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Unclassified__Cyanobacteria;g_Cyanobacterium__Endosymbiont__Of__Rhopalodia__Gibberula
3370	r_Root;k_Varidnaviria;p_Bamfordvirae;c_Nucleocytoviricota;o_Pokkesviricetes;f_Chitovirales;g_Poxviridae;s_Chordopoxvirinae
3371	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Unclassified__Mesorhizobium
3372	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Harveyi__Group
3373	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Oscillospiraceae;s_Oscillibacter
3374	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Planococcaceae;s_Kurthia
3375	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
3376	r_Root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Unclassified__Treponema
3377	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiaceae;s_Candidatus__Arthromitus
3378	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Alicyclobacillaceae;s_Effusibacillus
3379	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bosea;s_Bosea__Vaviloviae
3380	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
3381	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Haemophilus;s_Haemophilus__Influenzae
3382	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Erwinia;s_Erwinia__Billingiae
3383	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Synechococcales;g_Synechococcaceae;s_Synechococcus
3384	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Podoviridae;s_Unclassified__Podoviridae
3385	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Nautiliales;g_Nautiliaceae;s_Cetia
3386	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
3387	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Myxococcales;g_Sorangiineae;s_Polyangiaceae
3388	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Propionibacteriales;g_Propionibacteriaceae;s_Propionibacterium
3389	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
3390	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomonas;s_Unclassified__Methylomonas
3391	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Microbulbiferaceae;g_Microbulbifer;s_Microbulbifer__Agarilyticus
3392	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
3393	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
3394	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Lacticaseibacillus
3395	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Nitrosomonas__Ureae
3396	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Atlantibacter;s_Atlantibacter__Hermannii
3397	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Dyella;s_Dyella__Japonica
3398	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Brucellaceae;g_Ochrobactrum;s_Ochrobactrum__Pseudogrignonense
3399	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Myoviridae;s_Tevenvirinae
3400	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Fluoribacter;s_Fluoribacter__Dumoffii
3401	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Oscillatoriophycideae;g_Oscillatoriales;s_Microcoleaceae
3402	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Candidatus__Deianiraeaceae;g_Candidatus__Deianiraea;s_Candidatus__Deianiraea__Vastatrix
3403	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Propionibacteriales;g_Propionibacteriaceae;s_Propionibacterium
3404	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium/Agrobacterium__Group;s_Rhizobium
3405	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Desulfuromonadales;g_Geobacteraceae;s_Geobacter
3406	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Neisseria;s_Neisseria__Polysaccharea
3407	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Micrococcaceae;s_Arthrobacter
3408	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Desulfovibrionales;g_Desulfovibrionaceae;s_Desulfovibrio
3409	r_Root;k_Bacteria;p_Thermotogae;c_Thermotogae;o_Thermotogales;f_Fervidobacteriaceae;g_Fervidobacterium;s_Fervidobacterium__Islandicum
3410	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Ectothiorhodospiraceae;g_Acidihalobacter;s_Acidihalobacter__Ferrooxydans
3411	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Unclassified__Enterobacteriaceae;s_Enterobacteriaceae__Endosymbiont__Of__Donacia__Tomentosa
3412	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Myoviridae;s_Unclassified__Myoviridae
3413	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasmopsis
3414	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Pseudoalteromonas__Shioyasakiensis
3415	r_Root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Leptotrichia;s_Leptotrichia__Wadei
3416	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Unclassified__Acinetobacter
3417	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Propionibacteriales;g_Actinopolymorphaceae;s_Actinopolymorpha
3418	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Enterococcaceae;s_Tetragenococcus
3419	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Companilactobacillus
3420	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
3421	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Mycobacteriaceae;s_Mycolicibacterium
3422	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Planctomycetales;g_Planctomycetaceae;s_Alienimonas
3423	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
3424	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
3425	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Lysobacter__Antibioticus
3426	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella__Oxytoca
3427	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
3428	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Cytophagia;g_Cytophagales;s_Hymenobacteraceae
3429	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Granulosicoccaceae;g_Granulosicoccus;s_Granulosicoccus__Antarcticus
3430	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
3431	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Pseudoalteromonas__Arabiensis
3432	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter__Freundii__Complex
